IP地址,端口,IP段,大洲,国家,城市
89.22.239.172,2053,89.22.224.0/20,EU,SE,Stockholm
77.221.138.217,2053,77.221.136.0/21,EU,SE,Stockholm
176.124.207.207,2053,176.124.206.0/23,EU,SE,Stockholm
147.45.75.35,2053,147.45.72.0/22,EU,SE,Stockholm
109.120.133.1,2053,109.120.132.0/22,EU,SE,Stockholm
89.169.35.188,443,89.169.32.0/22,EU,SE,Stockholm
77.221.138.90,8443,77.221.136.0/21,EU,SE,Stockholm
109.120.133.159,2053,109.120.132.0/22,EU,SE,Stockholm
89.169.35.112,443,89.169.32.0/22,EU,SE,Stockholm
77.221.138.90,2053,77.221.136.0/21,EU,SE,Stockholm
109.120.134.133,443,109.120.132.0/22,EU,SE,Stockholm
77.232.143.30,2053,77.232.142.0/23,EU,SE,Stockholm
46.226.160.41,2053,46.226.160.0/21,EU,SE,Stockholm
89.22.226.165,2053,89.22.224.0/20,EU,SE,Stockholm
46.226.160.0,2053,46.226.160.0/21,EU,SE,Stockholm
193.188.21.83,2053,193.188.20.0/23,EU,SE,Stockholm
147.45.73.187,2053,147.45.72.0/22,EU,SE,Stockholm
77.91.84.1,2053,77.91.84.0/22,EU,SE,Stockholm
212.113.101.149,443,212.113.100.0/22,EU,SE,Stockholm
89.22.226.118,2053,89.22.224.0/20,EU,SE,Stockholm
77.221.143.62,2053,77.221.136.0/21,EU,SE,Stockholm
89.22.226.118,443,89.22.224.0/20,EU,SE,Stockholm
193.188.20.197,2053,193.188.20.0/23,EU,SE,Stockholm
147.45.74.186,8443,147.45.72.0/22,EU,SE,Stockholm
94.228.164.106,8443,94.228.164.0/23,EU,SE,Stockholm
193.233.115.129,2053,193.233.114.0/23,EU,SE,Stockholm
46.226.161.129,8443,46.226.160.0/21,EU,SE,Stockholm
89.22.227.167,443,89.22.224.0/20,EU,SE,Stockholm
77.91.86.3,8443,77.91.84.0/22,EU,SE,Stockholm
176.97.77.241,2053,176.97.76.0/23,EU,SE,Stockholm
193.188.21.94,2053,193.188.20.0/23,EU,SE,Stockholm
176.124.207.164,8443,176.124.206.0/23,EU,SE,Stockholm
147.45.73.228,2053,147.45.72.0/22,EU,SE,Stockholm
172.232.157.252,8443,172.232.128.0/17,EU,SE,Stockholm
89.22.236.35,8443,89.22.224.0/20,EU,SE,Stockholm
176.124.202.92,2053,176.124.202.0/23,EU,SE,Stockholm
89.22.236.35,2053,89.22.224.0/20,EU,SE,Stockholm
147.45.72.29,8443,147.45.72.0/22,EU,SE,Stockholm
109.120.133.132,2053,109.120.132.0/22,EU,SE,Stockholm
89.22.232.56,2053,89.22.224.0/20,EU,SE,Stockholm
46.226.160.214,2053,46.226.160.0/21,EU,SE,Stockholm
193.188.21.181,443,193.188.20.0/23,EU,SE,Stockholm
89.169.35.39,443,89.169.32.0/22,EU,SE,Stockholm
94.228.163.44,8443,94.228.162.0/23,EU,SE,Stockholm
109.120.157.175,8443,109.120.156.0/23,EU,SE,Stockholm
89.22.233.195,8443,89.22.224.0/20,EU,SE,Stockholm
176.124.207.235,2053,176.124.206.0/23,EU,SE,Stockholm
89.169.35.36,2053,89.169.32.0/22,EU,SE,Stockholm
89.22.238.186,8443,89.22.224.0/20,EU,SE,Stockholm
77.221.143.49,8443,77.221.136.0/21,EU,SE,Stockholm
193.233.115.208,2053,193.233.114.0/23,EU,SE,Stockholm
89.22.234.0,2053,89.22.224.0/20,EU,SE,Stockholm
46.226.161.37,443,46.226.160.0/21,EU,SE,Stockholm
77.221.139.142,2053,77.221.136.0/21,EU,SE,Stockholm
77.91.85.46,8443,77.91.84.0/22,EU,SE,Stockholm
77.221.137.133,443,77.221.136.0/21,EU,SE,Stockholm
77.221.141.17,2053,77.221.136.0/21,EU,SE,Stockholm
89.22.236.149,8443,89.22.224.0/20,EU,SE,Stockholm
77.221.138.66,8443,77.221.136.0/21,EU,SE,Stockholm
89.22.225.57,8443,89.22.224.0/20,EU,SE,Stockholm
89.22.225.57,2053,89.22.224.0/20,EU,SE,Stockholm
147.45.76.247,443,147.45.76.0/23,EU,SE,Stockholm
89.22.224.221,2053,89.22.224.0/20,EU,SE,Stockholm
89.22.226.100,2053,89.22.224.0/20,EU,SE,Stockholm
147.45.74.29,2053,147.45.72.0/22,EU,SE,Stockholm
109.120.134.15,443,109.120.132.0/22,EU,SE,Stockholm
83.142.30.4,2096,83.142.30.0/24,AS,SG,N/A
138.2.95.61,1111,138.2.0.0/17,AS,SG,Kampong Loyang
161.117.249.114,2025,161.117.0.0/16,AS,SG,N/A
194.36.179.5,2053,194.36.178.0/23,AS,SG,Singapore
138.2.81.243,45319,138.2.0.0/17,AS,SG,Kampong Loyang
138.2.89.238,43254,138.2.0.0/17,AS,SG,Kampong Loyang
138.2.69.236,23334,138.2.0.0/17,AS,SG,Kampong Loyang
168.138.184.172,443,168.138.0.0/16,AS,SG,Kampong Loyang
194.36.179.17,8443,194.36.178.0/23,AS,SG,Singapore
62.72.46.14,8443,62.72.40.0/21,AS,SG,Singapore
158.178.243.152,61731,158.178.240.0/21,AS,SG,Kampong Loyang
168.138.181.188,61731,168.138.0.0/16,AS,SG,Kampong Loyang
13.250.131.37,443,13.248.0.0/14,AS,SG,Singapore
8.222.243.73,26385,8.222.0.0/15,AS,SG,N/A
138.2.77.179,30018,138.2.0.0/17,AS,SG,Kampong Loyang
167.253.158.63,2053,167.253.158.0/24,AS,SG,Singapore
45.32.100.46,13802,45.32.0.0/16,AS,SG,Singapore
158.178.246.142,61731,158.178.240.0/21,AS,SG,Kampong Loyang
168.138.171.70,23280,168.138.0.0/16,AS,SG,Kampong Loyang
139.180.215.77,57878,139.180.192.0/19,AS,SG,Singapore
8.222.220.81,25435,8.222.0.0/15,AS,SG,N/A
91.192.81.154,8443,91.192.81.0/24,AS,SG,Singapore
51.79.158.58,2053,51.79.0.0/16,AS,SG,Singapore
194.127.193.240,50791,194.127.192.0/23,AS,SG,Singapore
213.35.108.135,12596,213.35.96.0/19,AS,SG,Kampong Loyang
143.198.196.196,8443,143.198.192.0/19,AS,SG,Singapore
143.198.196.196,2053,143.198.192.0/19,AS,SG,Singapore
129.150.36.188,53435,129.150.32.0/19,AS,SG,Kampong Loyang
5.223.49.4,2053,5.223.0.0/16,AS,SG,Singapore
83.142.30.5,2096,83.142.30.0/24,AS,SG,N/A
138.2.89.64,32962,138.2.0.0/17,AS,SG,Kampong Loyang
164.52.2.100,443,164.52.0.0/22,AS,SG,N/A
64.49.14.41,2053,64.49.14.0/24,AS,SG,Singapore
194.127.193.124,24467,194.127.192.0/23,AS,SG,Singapore
3.1.116.161,8443,3.0.0.0/15,AS,SG,Singapore
47.74.254.191,8900,47.74.0.0/15,AS,SG,Singapore
31.192.238.71,2053,31.192.236.0/22,AS,SG,Singapore
129.150.58.86,57621,129.150.32.0/19,AS,SG,Kampong Loyang
194.36.178.36,2053,194.36.178.0/23,AS,SG,Singapore
164.52.2.98,443,164.52.0.0/22,AS,SG,N/A
8.219.59.132,48130,8.218.0.0/15,AS,SG,Singapore
178.128.80.43,443,178.128.0.0/16,AS,SG,Singapore
15.235.199.103,2053,15.235.0.0/16,AS,SG,N/A
167.253.158.63,8443,167.253.158.0/24,AS,SG,Singapore
213.35.100.31,47112,213.35.96.0/19,AS,SG,Kampong Loyang
8.219.58.164,57373,8.218.0.0/15,AS,SG,Singapore
47.245.95.160,1443,47.245.0.0/17,AS,SG,N/A
104.248.145.216,443,104.248.0.0/16,AS,SG,Singapore
51.79.158.58,8443,51.79.0.0/16,AS,SG,Singapore
13.250.14.76,443,13.248.0.0/14,AS,SG,Singapore
51.79.158.126,443,51.79.0.0/16,AS,SG,Singapore
185.81.28.95,30503,185.81.28.0/23,AS,SG,Singapore
8.219.1.169,443,8.218.0.0/15,AS,SG,Singapore
143.42.66.91,443,143.42.64.0/20,AS,SG,Singapore
194.36.179.17,2053,194.36.178.0/23,AS,SG,Singapore
43.156.116.194,443,43.156.0.0/15,AS,SG,Singapore
213.35.107.73,443,213.35.96.0/19,AS,SG,Kampong Loyang
164.52.2.99,443,164.52.0.0/22,AS,SG,N/A
129.150.49.58,18650,129.150.32.0/19,AS,SG,Kampong Loyang
43.156.181.203,443,43.156.0.0/15,AS,SG,Singapore
38.181.70.7,16240,38.181.64.0/20,AS,SG,Queenstown Estate
64.49.14.41,8443,64.49.14.0/24,AS,SG,Singapore
13.228.155.72,443,13.228.0.0/14,AS,SG,Singapore
146.235.19.79,28983,146.235.0.0/18,AS,SG,Kampong Loyang
13.229.159.215,443,13.228.0.0/14,AS,SG,Singapore
54.169.229.188,443,54.168.0.0/14,AS,SG,Singapore
91.192.81.154,2053,91.192.81.0/24,AS,SG,Singapore
185.114.78.230,443,185.114.76.0/22,AS,SG,Singapore
158.178.236.14,61731,158.178.224.0/20,AS,SG,Kampong Loyang
31.192.238.71,8443,31.192.236.0/22,AS,SG,Singapore
194.36.178.36,8443,194.36.178.0/23,AS,SG,Singapore
51.79.254.182,443,51.79.0.0/16,AS,SG,Singapore
168.138.165.174,443,168.138.0.0/16,AS,SG,Kampong Loyang
8.219.59.132,48964,8.218.0.0/15,AS,SG,Singapore
5.34.176.119,81,5.34.176.0/22,AS,SG,Singapore
146.235.18.248,45137,146.235.0.0/18,AS,SG,Kampong Loyang
15.235.199.103,8443,15.235.0.0/16,AS,SG,N/A
3.1.116.161,2053,3.0.0.0/15,AS,SG,Singapore
47.236.119.190,51342,47.236.0.0/17,AS,SG,N/A
168.138.170.211,53702,168.138.0.0/16,AS,SG,Kampong Loyang
13.228.142.218,443,13.228.0.0/14,AS,SG,Singapore
5.180.55.184,2053,5.180.55.0/24,EU,SK,Bratislava
171.103.164.62,30921,171.103.0.0/16,AS,TH,Bangkok
43.229.149.251,2053,43.229.148.0/22,AS,TH,Bangkok
43.229.149.251,8443,43.229.148.0/22,AS,TH,Bangkok
212.80.213.45,31244,212.80.213.0/24,AS,TH,Nonthaburi
45.144.167.46,19816,45.144.164.0/22,AS,TH,Nonthaburi
45.136.238.235,24370,45.136.238.0/23,AS,TH,Nonthaburi
171.103.232.58,20475,171.103.0.0/16,AS,TH,Bangkok
171.103.13.77,30157,171.103.0.0/16,AS,TH,Bangkok
171.103.13.77,25645,171.103.0.0/16,AS,TH,Bangkok
188.132.129.84,2053,188.132.129.0/24,AS,TR,N/A
62.60.233.201,2053,62.60.232.0/23,AS,TR,Istanbul
195.16.74.240,81,195.16.74.0/24,AS,TR,Izmir
104.239.87.213,2053,104.239.87.0/24,AS,TR,Istanbul
83.217.9.216,2053,83.217.9.0/24,AS,TR,Istanbul
95.164.116.218,2053,95.164.116.0/23,AS,TR,Izmir
45.89.52.247,443,45.89.52.0/22,AS,TR,Izmir
185.8.129.187,443,185.8.128.0/22,AS,TR,Izmir
45.89.52.9,443,45.89.52.0/22,AS,TR,Izmir
77.83.203.163,8080,77.83.203.0/24,AS,TR,Gaziantep
89.207.12.80,8443,89.207.12.0/22,AS,TR,Istanbul
62.133.63.86,8443,62.133.60.0/22,AS,TR,Istanbul
62.3.12.185,443,62.3.12.0/24,AS,TR,Izmir
83.217.9.110,24443,83.217.9.0/24,AS,TR,Istanbul
80.253.255.149,443,80.253.254.0/23,AS,TR,Istanbul
185.153.182.58,8443,185.153.180.0/22,AS,TR,Izmir
188.132.184.15,2087,188.132.184.0/24,AS,TR,Istanbul
185.8.129.187,2083,185.8.128.0/22,AS,TR,Izmir
77.83.203.110,8080,77.83.203.0/24,AS,TR,Gaziantep
2.56.127.220,8443,2.56.124.0/22,AS,TR,Izmir
185.39.204.55,2053,185.39.204.0/24,AS,TR,Istanbul
38.180.105.164,443,38.180.104.0/23,AS,TR,Istanbul
95.164.11.116,443,95.164.10.0/23,AS,TR,Izmir
188.132.192.194,8443,188.132.192.0/24,AS,TR,N/A
188.132.129.84,8443,188.132.129.0/24,AS,TR,N/A
188.132.192.133,8443,188.132.192.0/24,AS,TR,N/A
193.46.56.137,2053,193.46.56.0/23,AS,TR,Izmir
188.132.192.133,2053,188.132.192.0/24,AS,TR,N/A
188.132.129.2,2053,188.132.129.0/24,AS,TR,N/A
104.239.87.213,8443,104.239.87.0/24,AS,TR,Istanbul
195.16.74.166,443,195.16.74.0/24,AS,TR,Izmir
83.217.9.216,8443,83.217.9.0/24,AS,TR,Istanbul
194.87.39.166,2053,194.87.39.0/24,AS,TR,Istanbul
103.231.75.238,2053,103.231.72.0/22,AS,TR,Izmir
77.83.203.104,8080,77.83.203.0/24,AS,TR,Gaziantep
188.132.129.199,2053,188.132.129.0/24,AS,TR,N/A
94.131.108.236,443,94.131.104.0/21,AS,TR,Izmir
94.131.123.44,443,94.131.122.0/23,AS,TR,Izmir
185.8.129.187,2053,185.8.128.0/22,AS,TR,Izmir
216.9.224.105,24443,216.9.224.0/24,AS,TR,Istanbul
188.132.192.195,2053,188.132.192.0/24,AS,TR,N/A
38.180.105.201,443,38.180.104.0/23,AS,TR,Istanbul
94.131.123.74,443,94.131.122.0/23,AS,TR,Izmir
62.60.233.118,2053,62.60.232.0/23,AS,TR,Istanbul
62.133.63.149,2083,62.133.60.0/22,AS,TR,Istanbul
176.223.66.5,8080,176.223.66.0/24,AS,TR,Ataşehir
185.153.182.58,2053,185.153.180.0/22,AS,TR,Izmir
193.46.56.137,8443,193.46.56.0/23,AS,TR,Izmir
62.60.233.201,4445,62.60.232.0/23,AS,TR,Istanbul
185.219.134.25,31564,185.219.132.0/22,AS,TR,Istanbul
45.89.52.136,443,45.89.52.0/22,AS,TR,Izmir
188.132.129.2,8443,188.132.129.0/24,AS,TR,N/A
185.8.129.187,2096,185.8.128.0/22,AS,TR,Izmir
185.234.66.91,443,185.234.64.0/22,AS,TR,Izmir
194.87.39.166,8443,194.87.39.0/24,AS,TR,Istanbul
2.56.127.220,2053,2.56.124.0/22,AS,TR,Izmir
62.3.12.190,443,62.3.12.0/24,AS,TR,Izmir
188.132.192.190,2053,188.132.192.0/24,AS,TR,N/A
188.132.192.194,2053,188.132.192.0/24,AS,TR,N/A
188.132.129.199,8443,188.132.129.0/24,AS,TR,N/A
62.3.12.76,443,62.3.12.0/24,AS,TR,Izmir
188.132.183.166,443,188.132.183.0/24,AS,TR,Istanbul
103.106.230.186,81,103.106.228.0/22,AS,TW,Taipei
210.61.97.241,81,210.61.96.0/21,AS,TW,Guishan
116.241.116.184,20242,116.241.0.0/17,AS,TW,Taichung
60.249.114.181,32003,60.248.0.0/14,AS,TW,Taichung
175.97.191.217,30100,175.97.128.0/18,AS,TW,N/A
141.11.86.94,18333,141.11.86.0/23,AS,TW,Taipei
60.249.114.181,26398,60.248.0.0/14,AS,TW,Taichung
188.253.6.53,25884,188.253.4.0/22,AS,TW,N/A
118.163.37.32,81,118.160.0.0/14,AS,TW,Guishan
220.135.202.250,81,220.132.0.0/14,AS,TW,Taipei
60.249.114.181,21574,60.248.0.0/14,AS,TW,Taichung
220.130.80.171,20655,220.130.0.0/15,AS,TW,Chang-hua
167.179.27.92,443,167.179.27.0/24,AS,TW,Dawan
61.63.235.53,25957,61.63.128.0/17,AS,TW,Taichung
194.38.20.78,443,194.38.20.0/22,EU,UA,Dnipro
91.218.212.223,443,91.218.212.0/22,EU,UA,N/A
45.137.155.232,433,45.137.155.0/24,EU,UA,Kyiv
192.74.225.146,34173,192.74.224.0/19,NA,US,N/A
107.172.103.195,16016,107.172.64.0/18,NA,US,Santa Clara
192.227.148.245,27040,192.227.148.0/23,NA,US,Santa Clara
141.148.153.223,36818,141.148.128.0/17,NA,US,Phoenix
192.9.138.69,21009,192.9.128.0/18,NA,US,San Jose
47.253.87.21,52315,47.253.64.0/19,NA,US,N/A
65.49.216.153,2443,65.49.192.0/19,NA,US,Los Angeles
204.13.153.239,59060,204.13.152.0/22,NA,US,N/A
142.171.94.70,27149,142.171.64.0/19,NA,US,Los Angeles
104.234.50.10,2053,104.234.50.0/24,NA,US,Warrenton
142.171.52.104,9933,142.171.0.0/18,NA,US,Los Angeles
148.135.52.250,48993,148.135.0.0/17,NA,US,Los Angeles
38.55.195.234,49850,38.55.192.0/22,NA,US,N/A
15.204.10.80,49404,15.204.0.0/16,NA,US,Hillsboro
141.11.210.29,443,141.11.208.0/22,NA,US,Los Angeles
107.172.103.195,16071,107.172.64.0/18,NA,US,Santa Clara
192.236.249.95,443,192.236.128.0/17,NA,US,N/A
141.148.164.46,57239,141.148.128.0/17,NA,US,Phoenix
192.236.249.92,443,192.236.128.0/17,NA,US,N/A
65.49.207.181,26443,65.49.192.0/19,NA,US,Los Angeles
45.146.82.107,35292,45.146.82.0/24,NA,US,Seattle
107.175.254.239,39128,107.175.254.0/23,NA,US,Santa Clara
139.60.162.153,443,139.60.160.0/22,NA,US,New York
107.174.242.151,34561,107.174.192.0/18,NA,US,Seattle
174.137.52.235,50971,174.137.48.0/20,NA,US,Fremont
148.135.17.203,31147,148.135.0.0/17,NA,US,Los Angeles
192.236.249.102,443,192.236.128.0/17,NA,US,N/A
104.234.50.115,2053,104.234.50.0/24,NA,US,Warrenton
142.171.136.53,13045,142.171.128.0/17,NA,US,Los Angeles
13.92.27.195,18443,13.64.0.0/11,NA,US,Washington
98.142.141.124,49323,98.142.128.0/20,NA,US,Los Angeles
107.173.7.227,443,107.173.0.0/21,NA,US,Buffalo
104.234.50.39,2053,104.234.50.0/24,NA,US,Warrenton
104.245.12.121,1443,104.245.12.0/24,NA,US,San Jose
103.170.72.129,27053,103.170.72.0/24,NA,US,Los Angeles
23.94.213.132,27149,23.94.208.0/20,NA,US,Los Angeles
5.161.176.159,50120,5.161.0.0/16,NA,US,Ashburn
45.142.159.9,9991,45.142.156.0/22,NA,US,Seattle
192.3.208.125,59184,192.3.208.0/20,NA,US,Buffalo
34.68.95.24,5001,34.68.0.0/14,NA,US,Council Bluffs
107.175.183.62,443,107.175.180.0/22,NA,US,Marietta
107.172.103.195,16086,107.172.64.0/18,NA,US,Santa Clara
107.175.245.68,50242,107.175.240.0/21,NA,US,Ashburn
205.252.117.138,8090,205.252.116.0/23,NA,US,N/A
154.29.155.249,443,154.29.155.0/24,NA,US,Los Angeles
155.248.198.56,34488,155.248.192.0/18,NA,US,San Jose
34.69.150.180,443,34.68.0.0/14,NA,US,Council Bluffs
172.82.16.38,27053,172.82.16.0/22,NA,US,Santa Clara
149.248.7.208,443,149.248.0.0/18,NA,US,Los Angeles
104.234.50.41,2053,104.234.50.0/24,NA,US,Warrenton
107.172.103.195,16007,107.172.64.0/18,NA,US,Santa Clara
64.64.240.179,22023,64.64.224.0/19,NA,US,Los Angeles
107.173.87.103,443,107.173.80.0/20,NA,US,Santa Clara
66.85.139.204,443,66.85.128.0/18,NA,US,Phoenix
141.11.92.161,7555,141.11.92.0/22,NA,US,Los Angeles
104.234.50.186,2053,104.234.50.0/24,NA,US,Warrenton
192.3.150.56,8000,192.3.128.0/19,NA,US,Seattle
104.194.86.189,443,104.194.64.0/19,NA,US,Los Angeles
149.248.21.85,11146,149.248.0.0/18,NA,US,Los Angeles
172.96.209.184,53849,172.96.192.0/18,NA,US,Los Angeles
5.161.176.159,50001,5.161.0.0/16,NA,US,Ashburn
193.124.24.85,24275,193.124.24.0/24,NA,US,Dallas
91.149.239.206,443,91.149.236.0/22,NA,US,Los Angeles
74.48.179.37,36358,74.48.128.0/18,NA,US,Los Angeles
184.169.181.217,443,184.169.128.0/17,NA,US,San Jose
164.152.26.70,1354,164.152.16.0/20,NA,US,Chicago
74.48.179.37,58184,74.48.128.0/18,NA,US,Los Angeles
72.18.81.113,15320,72.18.80.0/22,NA,US,N/A
192.236.249.90,443,192.236.128.0/17,NA,US,N/A
142.171.62.74,23547,142.171.0.0/18,NA,US,Los Angeles
35.185.54.229,27271,35.184.0.0/13,NA,US,North Charleston
107.172.103.195,16009,107.172.64.0/18,NA,US,Santa Clara
107.172.103.195,16022,107.172.64.0/18,NA,US,Santa Clara
107.173.84.99,45630,107.173.80.0/20,NA,US,Santa Clara
18.235.208.126,443,18.232.0.0/14,NA,US,Ashburn
35.197.23.75,443,35.196.0.0/15,NA,US,The Dalles
18.191.122.211,443,18.176.0.0/12,NA,US,Columbus
35.185.54.229,27205,35.184.0.0/13,NA,US,North Charleston
198.46.143.134,8443,198.46.136.0/21,NA,US,Buffalo
4.227.113.189,4443,4.224.0.0/11,NA,US,Phoenix
45.151.133.125,27398,45.151.132.0/23,NA,US,Seattle
107.173.87.79,8443,107.173.80.0/20,NA,US,Santa Clara
97.64.26.150,443,97.64.16.0/20,NA,US,Los Angeles
129.159.84.71,443,129.159.0.0/16,NA,US,Ashburn
107.174.93.186,52995,107.174.80.0/20,NA,US,Dallas
142.171.30.213,993,142.171.0.0/18,NA,US,Los Angeles
172.96.192.109,22503,172.96.192.0/18,NA,US,Los Angeles
107.174.63.237,443,107.174.32.0/19,NA,US,Buffalo
66.112.215.227,18819,66.112.208.0/20,NA,US,Los Angeles
63.209.32.91,4433,63.209.32.0/23,NA,US,Piscataway
23.105.198.177,14995,23.105.192.0/19,NA,US,Los Angeles
67.226.221.104,443,67.226.221.0/24,NA,US,San Francisco
52.89.138.13,443,52.88.0.0/15,NA,US,Boardman
107.172.103.195,16011,107.172.64.0/18,NA,US,Santa Clara
173.249.203.187,13071,173.249.192.0/20,NA,US,Phoenix
23.254.226.110,443,23.254.128.0/17,NA,US,N/A
150.230.33.247,19131,150.230.32.0/19,NA,US,San Jose
35.185.54.229,27207,35.184.0.0/13,NA,US,North Charleston
74.48.160.149,43516,74.48.128.0/18,NA,US,Los Angeles
172.82.16.38,30387,172.82.16.0/22,NA,US,Santa Clara
44.227.209.152,443,44.224.0.0/11,NA,US,Boardman
69.30.212.6,6643,69.30.192.0/18,NA,US,N/A
107.172.108.219,38631,107.172.64.0/18,NA,US,Santa Clara
107.172.103.195,16079,107.172.64.0/18,NA,US,Santa Clara
154.12.53.209,48873,154.12.52.0/22,NA,US,Los Angeles
40.84.146.239,19870,40.84.0.0/14,NA,US,San Antonio
23.239.2.154,8443,23.239.0.0/19,NA,US,Fremont
172.82.16.38,27033,172.82.16.0/22,NA,US,Santa Clara
146.235.209.40,58869,146.235.192.0/18,NA,US,San Jose
47.90.216.208,47493,47.90.192.0/18,NA,US,N/A
107.173.241.242,44250,107.173.240.0/21,NA,US,Buffalo
47.252.69.111,11791,47.252.0.0/16,NA,US,N/A
142.171.30.213,995,142.171.0.0/18,NA,US,Los Angeles
152.67.248.2,53300,152.67.0.0/16,NA,US,San Jose
107.172.103.195,16000,107.172.64.0/18,NA,US,Santa Clara
107.172.103.195,16013,107.172.64.0/18,NA,US,Santa Clara
107.173.244.203,22289,107.173.240.0/21,NA,US,Seattle
67.226.221.102,443,67.226.221.0/24,NA,US,San Francisco
193.17.183.107,8443,193.17.183.0/24,NA,US,Miami
44.227.22.10,443,44.224.0.0/11,NA,US,Boardman
141.11.95.10,18443,141.11.92.0/22,NA,US,Los Angeles
192.236.249.97,443,192.236.128.0/17,NA,US,N/A
192.236.249.89,443,192.236.128.0/17,NA,US,N/A
45.151.133.125,41389,45.151.132.0/23,NA,US,Seattle
192.3.242.109,39863,192.3.240.0/20,NA,US,Los Angeles
74.48.85.50,443,74.48.0.0/17,NA,US,Los Angeles
129.146.114.239,44039,129.146.0.0/16,NA,US,Phoenix
142.171.85.230,28034,142.171.64.0/19,NA,US,Los Angeles
192.236.249.88,443,192.236.128.0/17,NA,US,N/A
107.172.100.104,8898,107.172.64.0/18,NA,US,Santa Clara
142.171.53.195,58204,142.171.0.0/18,NA,US,Los Angeles
107.172.103.195,16081,107.172.64.0/18,NA,US,Santa Clara
170.205.38.77,443,170.205.36.0/22,NA,US,Los Angeles
74.48.86.121,12222,74.48.0.0/17,NA,US,Los Angeles
35.185.54.229,27251,35.184.0.0/13,NA,US,North Charleston
89.208.250.204,28268,89.208.240.0/20,NA,US,Los Angeles
107.172.103.195,16002,107.172.64.0/18,NA,US,Santa Clara
107.172.103.195,16015,107.172.64.0/18,NA,US,Santa Clara
138.2.232.156,28163,138.2.224.0/20,NA,US,San Jose
104.238.157.207,443,104.238.128.0/18,NA,US,Kent
192.236.249.107,443,192.236.128.0/17,NA,US,N/A
34.234.8.26,443,34.224.0.0/12,NA,US,Ashburn
23.94.5.177,443,23.94.0.0/21,NA,US,Buffalo
43.153.61.80,40874,43.153.0.0/16,NA,US,Santa Clara
142.171.38.53,2333,142.171.0.0/18,NA,US,Los Angeles
192.3.166.78,41095,192.3.160.0/21,NA,US,Marietta
150.230.168.70,50479,150.230.128.0/17,NA,US,Ashburn
107.172.218.244,47452,107.172.192.0/18,NA,US,Santa Clara
107.172.103.195,16057,107.172.64.0/18,NA,US,Santa Clara
104.234.50.138,2053,104.234.50.0/24,NA,US,Warrenton
107.172.103.195,16070,107.172.64.0/18,NA,US,Santa Clara
47.88.15.127,443,47.88.0.0/16,NA,US,N/A
43.130.35.177,6161,43.130.0.0/17,NA,US,Santa Clara
104.168.56.93,12138,104.168.32.0/19,NA,US,Buffalo
47.90.220.146,59170,47.90.192.0/18,NA,US,N/A
142.171.166.116,8443,142.171.128.0/17,NA,US,Los Angeles
45.63.62.225,16616,45.63.48.0/20,NA,US,Los Angeles
45.146.234.144,28217,45.146.234.0/23,NA,US,Los Angeles
67.209.179.237,30419,67.209.176.0/20,NA,US,Los Angeles
172.82.16.38,27050,172.82.16.0/22,NA,US,Santa Clara
107.172.103.195,16004,107.172.64.0/18,NA,US,Santa Clara
144.34.184.181,33741,144.34.128.0/17,NA,US,Los Angeles
107.172.103.195,16017,107.172.64.0/18,NA,US,Santa Clara
141.148.181.105,38945,141.148.128.0/17,NA,US,Phoenix
54.200.244.93,443,54.200.0.0/14,NA,US,Boardman
104.234.50.223,2053,104.234.50.0/24,NA,US,Warrenton
72.18.80.229,7676,72.18.80.0/22,NA,US,N/A
47.252.4.59,15023,47.252.0.0/16,NA,US,N/A
142.171.14.102,27510,142.171.0.0/18,NA,US,Los Angeles
47.90.140.40,44203,47.90.128.0/19,NA,US,N/A
104.168.167.197,27213,104.168.128.0/17,NA,US,N/A
104.224.177.224,8443,104.224.128.0/18,NA,US,Los Angeles
204.110.223.100,80,204.110.223.0/24,NA,US,Columbus
107.148.20.127,29500,107.148.16.0/20,NA,US,Los Angeles
107.173.147.41,27170,107.173.144.0/20,NA,US,Santa Clara
34.168.95.100,12388,34.160.0.0/12,NA,US,The Dalles
142.171.36.3,43553,142.171.0.0/18,NA,US,Los Angeles
192.3.7.50,27894,192.3.0.0/19,NA,US,Buffalo
193.17.183.29,8443,193.17.183.0/24,NA,US,Miami
107.172.103.195,16006,107.172.64.0/18,NA,US,Santa Clara
52.32.90.142,80,52.32.0.0/13,NA,US,Boardman
158.101.11.204,15805,158.101.0.0/16,NA,US,Phoenix
104.234.50.132,2053,104.234.50.0/24,NA,US,Warrenton
93.179.98.217,38519,93.179.96.0/21,NA,US,Los Angeles
195.123.241.122,50008,195.123.240.0/21,NA,US,Los Angeles
142.171.38.53,2095,142.171.0.0/18,NA,US,Los Angeles
44.224.24.91,443,44.224.0.0/11,NA,US,Boardman
142.171.137.37,8443,142.171.128.0/17,NA,US,Los Angeles
192.9.250.241,443,192.9.224.0/19,NA,US,San Jose
198.200.41.16,12520,198.200.32.0/19,NA,US,N/A
15.204.10.80,36683,15.204.0.0/16,NA,US,Hillsboro
54.71.238.195,443,54.64.0.0/12,NA,US,Boardman
103.170.72.129,27054,103.170.72.0/24,NA,US,Los Angeles
165.1.71.204,46597,165.1.64.0/20,NA,US,San Jose
192.236.249.96,443,192.236.128.0/17,NA,US,N/A
142.171.76.55,8898,142.171.64.0/19,NA,US,Los Angeles
34.105.49.234,443,34.104.0.0/13,NA,US,The Dalles
154.21.90.72,36532,154.21.80.0/20,NA,US,Los Angeles
